"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"New Zealand","NZL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49478418552.0509","50904551369.5922","52682088964.0321","57015482998.4987","61878905849.8105","65786109694.5576","68906832205.0036","72362412002.1568","73785511859.1012","78923926226.423","82996400042.6621","87298653609.9409","92024844754.3231","96497425657.9431","102514663286.632","106147882736.156","116100621798.87","123992457086.227","127057661824.005","132092223291.038","135912349628.307","143362843769.664","145417090682.004","160993347759.546","168435445919.777","172758850728.072","188355651044.27","203544615883.473","215287677501.907","224433000072.925","224791527863.972",
"OECD members","OED","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18322383782349.2","19219439252075.7","20114261454425.7","20831132065669.4","21980416607234.3","23050701774960","24269520565941.4","25577420370862.9","26453925402978.8","27685020066510.5","29604526504702.6","30748217895563.7","31946953128263.1","33118299534543.7","35128553591098.9","37057853038593.2","39788402866968.2","42028410565221","43453972419487.2","42619413008013.1","44510097926862.1","46584956298340.9","48144668232065.1","50167914766292.7","52004844407463.7","53872440245078","56077479054191.5","58578345743636.4","61254824785821.4","63365064449167.9","61445952227817",
"Oman","OMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41709138919.7126","45738763276.4095","50717216970.6287","55056855231.0069","58411999098.824","62616786106.4529","65705470703.6666","70915630538.7414","73608721237.0135","74919019762.1997","81611526965.7592","87140344378.8473","87544191486.4959","86790388470.3701","90278673026.6466","95408968793.4966","103576604101.214","111094789152.381","122542787218.679","131024394295.093","134823063984.073","141179652201.786","155693505575.484","158418705864.521","155551446429.39","132811338727.97","129487626211.36","135672826830.612","140660689466.465","141990186989.76","",
"Other small states","OSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233339921788.878","249766496456.753","266504482340.312","284037529022.179","319825853800.571","348464252373.023","401167465722.106","456646803015.007","507630669925.618","528805154472.306","584360289186.245","644671895353.62","688976651272.202","711371489868.77","720775620530.535","627599758786.409","625728679241.404","682484763319.106","714055089872.059","743264300012.977","712041293295.555",
"Pakistan","PAK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206931869505.851","224758014287.681","247594369490.066","257918440389.365","273271419641.008","292847411431.705","312662312144.962","321481581867.596","333390732364.445","350582963621.084","373689170142.36","395459580240.132","411791177796.273","443669638569.24","489998729726.518","538198810114.935","587194838999.05","632108897413.246","655368177071.174","679063640412.278","698014005409.983","732179845261.482","752628769386.646","784863469118.625","827826438336.329","872096952150.657","898015616788.999","950381922984.568","1030000452685.18","1060388933616.92","1062734555252.2",
"Panama","PAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12458027663.7108","14092433116.966","15595743363.4765","16836447709.2391","17686087801.4759","18373247218.5726","19472953885.2685","21101806077.7487","22905936891.5734","24146881342.3476","25357014387.5242","26062014033.6211","27064403993.8697","28726345470.9258","31718712036.341","35058764084.6087","39244959865.6579","45128637926.9358","50540686138.7398","51558989236.5181","55199649069.5973","62728252365.634","70433629057.6698","79815096474.9803","89329888739.9787","100479058234.003","112345910901.043","125038025712.747","132758886083.883","139155288120.14","115517176083.107",
"Peru","PER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74143770963.5561","78352223828.4835","79704648623.2187","85872359474.6802","98501285929.1134","108020159986.626","113076788096.756","122553535406.459","123447656594.691","127102074784.06","133444567184.575","137214203633.683","146985987031.684","155951348486.552","168090446562.508","184220033794.452","204084376097.336","227418351671.242","253001150963.592","257723487424.436","282451550070.25","306596257463.361","317719593696.311","336325852091.006","346348573214.234","352617166513.571","371526141635.466","393259049121.626","418684963974.761","435551564551.279","391510935319.35",
"Philippines","PHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163983834284.866","168789567163.677","173357108696.687","181338379471.196","193311220448.154","206493329511.302","222596953048.819","238328590857.245","239772012723.626","251373551531.672","268255671085.492","282498811825.423","297631709178.948","318580442973.872","348649015206.978","377277993169.49","409359854166.258","447760660961.114","476301485228.068","486883543636.327","528683546575.215","560551170594.159","612131229677.923","654004065669.745","699661967288.23","733864052008.592","798601364195.356","854095492050.13","930064933517.722","1004590126617.83","919026351319.601",
"Palau","PLW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190216090.681277","206907187.313738","217703132.399058","214509691.854929","230981795.291155","247608231.886092","254066537.0618","266164491.03673","255652984.263926","240624794.852829","243954659.433047","265696392.306831","275321322.74806","270663312.273031","293020372.978762","318112918.699771","321182736.830548","316475938.609264","323726995.290261","323257777.062114","295187398.840011",
"Papua New Guinea","PNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6639095986.31893","7518876626.0269","8755250910.88874","10594210951.7763","11463404722.8847","11316099190.9644","12414469783.0373","12143084447.2391","11816919382.4454","12209967618.8101","12171489231.7443","12423375324.5928","12599830617.1216","13111558518.4258","13830943541.0776","15166649625.7077","16470960974.7984","18235232463.3391","18534820439.9422","19946175561.7518","22222378560.4404","22937846465.9927","24466489956.1347","25848109389.8893","29891822383.9012","32161672496.1072","34283191404.4384","36162298301.0827","36927139601.5901","39270375107.905","38338352145.8392",
"Poland","POL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235153016563.806","226050214844.237","237016756030.44","251702556529.323","270683847725.676","295894978120.44","318949372435.61","345277281875.157","366814757348.19","388183852269.953","408478314138.689","425491789846.64","451281395936.757","468991494895.44","509450671366.475","530377303430.345","577156407874.87","639755973125.576","697829222312.143","734574484602.587","802269886738.546","868896495217.112","903836389469.131","934552749787.883","968368133404.101","1020392994001.52","1075392865943.42","1141694288588.02","1214376725784.07","1299684090254.75","1305744215882.04",
"Pre-demographic dividend","PRE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","616674802544.328","643623599985.712","681442303299.852","705107702941.047","722803542092.461","762651545734.924","822898557264.698","893940654056.659","979688804999.411","1046165805319.91","1137086861089.26","1212576917334.17","1285025641335.73","1271507040403.12","1481767170085.98","1615951197100.65","1768369485421.31","1922101097631.31","2085441854079.24","2198881252063.51","2367839620657.92","2521780805930.8","2643345689835.94","2835756416532.18","2991373707022.35","2919889643254.98","2996740251616.61","3161599802677.75","3323512325625.07","3494562491083.51","3431489910536.55",
"Puerto Rico","PRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47448602551.7771","50183578794.9359","53669818358.62","57493770195.6418","61179563723.8364","65303847334.9391","68038144640.8741","72634473353.6833","77514417143.2785","82871686659.4032","87496409804.2904","95060805330.0945","97449415871.636","99312168338.8544","110908276205.467","112090682223.929","113855145216.054","115554132667.001","115629389160.507","114236101890.176","115089652314.995","117072536776.923","118421150151.172","119191962134.508","119064630803.291","118145537346.768","117008511226.768","114269312175.687","112159816435.005","115857133787.302","112634726796.307",
"Korea, Dem. People's Rep.","PRK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117317654209.721","126583069416.259","130878288326.857","131241685380.874","135337482107.693","144092961940.908","149801523869.402","159552079630.288","169536929305.171","181041025245.14","194323553178.739","202418751481.522","212108753260.396","217853053298.493","224983874876.609","238691088867.445","259371446444.924","270974149245.987","281542630016.914","279829943464.972","288463252854.346","282620727896.604","277991617084.959","292135407902.921","298951904406.531","307229815692.704","326364349265.682","340370495824.125","359232254969.589","380027441796.977","351324212851.434",
"Paraguay","PRY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22757118475.3287","24348650897.5219","25326005357.7021","27206133916.3667","29264795255.8983","31916998854.2091","33012890872.5413","35028838068.5231","35447195864.3348","35467755346.3347","35421506038.0042","35896535446.6631","36456528594.7727","38738007700.1589","41394995274.2048","43595093745.4089","47073456921.8114","50958684315.1685","55324714958.9277","55600908041.0245","62489732139.7217","66529576563.4646","64335334008.0026","72020277433.9387","75593778277.3937","76830436044.7365","81617333082.6948","86460026414.3883","91372827688.1943","92630229924.6623","93181578218.5618",
"West Bank and Gaza","PSE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5210403724.60484","5698341406.10629","5873187514.0263","6855047388.2775","7925878346.72049","8706084848.00788","8139146304.33743","7543243944.76472","6705568348.31758","7787394468.28073","9750419442.78057","11189317194.7352","11413046552.6457","12163605499.313","13321437375.073","14576497060.6894","15598299788.3462","17452978799.9046","20918175413.8462","21898799774.892","22995977751.4845","25425839150.9811","27536200878.2475","28518507331.4937","29561577551.5077","30499319579.6501","27320160584.6606",
"Pacific island small states","PSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4847711172.31375","4978235474.54306","5375727160.88246","5655428894.98211","6051035969.79566","6424653719.27085","6778440865.4912","6800777354.30898","6985227045.92312","7500908659.62638","7558263204.18252","7834418564.47652","8149450688.73118","8451845150.1212","9059411204.65217","9509235290.75527","10013352180.1877","10342046248.4232","10704300736.0974","10659632848.3905","11109580852.4058","11748683284.6694","12349131604.9465","13130266165.0263","14880835400.8344","16027644049.7618","16600326653.2511","17643085905.9695","18635250167.7918","19061793633.3161","17040519597.3958",
